[*] EdgeShield Sensor Simulator started
[+] iot/gateway/sensor-02/telemetry -> value=57.02 rssi=-76 fcnt=996
[+] iot/gateway/sensor-03/telemetry -> value=1015.58 rssi=-93 fcnt=996
[+] iot/gateway/sensor-01/telemetry -> value=24.07 rssi=-95 fcnt=997
[+] iot/gateway/sensor-02/telemetry -> value=55.85 rssi=-63 fcnt=997
[+] iot/gateway/sensor-03/telemetry -> value=1012.75 rssi=-95 fcnt=997
[+] iot/gateway/sensor-01/telemetry -> value=21.92 rssi=-60 fcnt=998
[+] iot/gateway/sensor-02/telemetry -> value=56.14 rssi=-78 fcnt=998
[+] iot/gateway/sensor-03/telemetry -> value=1017.29 rssi=-78 fcnt=998
[+] iot/gateway/sensor-01/telemetry -> value=24.7 rssi=-61 fcnt=999
[+] iot/gateway/sensor-02/telemetry -> value=54.81 rssi=-75 fcnt=999
[+] iot/gateway/sensor-03/telemetry -> value=1013.53 rssi=-82 fcnt=999
[+] iot/gateway/sensor-01/telemetry -> value=23.32 rssi=-70 fcnt=1000
[+] iot/gateway/sensor-02/telemetry -> value=53.61 rssi=-86 fcnt=1000
[+] iot/gateway/sensor-03/telemetry -> value=1013.07 rssi=-70 fcnt=1000
[+] iot/gateway/sensor-01/telemetry -> value=24.58 rssi=-93 fcnt=1001
[+] iot/gateway/sensor-02/telemetry -> value=56.95 rssi=-95 fcnt=1001
[+] iot/gateway/sensor-03/telemetry -> value=1015.16 rssi=-69 fcnt=1001
[+] iot/gateway/sensor-01/telemetry -> value=22.21 rssi=-84 fcnt=1002
[+] iot/gateway/sensor-02/telemetry -> value=49.9 rssi=-83 fcnt=1002
[+] iot/gateway/sensor-03/telemetry -> value=1010.63 rssi=-80 fcnt=1002
[+] iot/gateway/sensor-01/telemetry -> value=23.5 rssi=-62 fcnt=1003
[+] iot/gateway/sensor-02/telemetry -> value=55.68 rssi=-93 fcnt=1003
[+] iot/gateway/sensor-03/telemetry -> value=1012.2 rssi=-60 fcnt=1003
[+] iot/gateway/sensor-01/telemetry -> value=21.83 rssi=-91 fcnt=1004
[+] iot/gateway/sensor-02/telemetry -> value=54.63 rssi=-60 fcnt=1004
[+] iot/gateway/sensor-03/telemetry -> value=1012.85 rssi=-92 fcnt=1004
[+] iot/gateway/sensor-01/telemetry -> value=22.27 rssi=-83 fcnt=1005
[+] iot/gateway/sensor-02/telemetry -> value=54.4 rssi=-69 fcnt=1005
[+] iot/gateway/sensor-03/telemetry -> value=1007.54 rssi=-94 fcnt=1005
[+] iot/gateway/sensor-01/telemetry -> value=21.42 rssi=-86 fcnt=1006
[+] iot/gateway/sensor-02/telemetry -> value=58.75 rssi=-89 fcnt=1006
[+] iot/gateway/sensor-03/telemetry -> value=1014.67 rssi=-83 fcnt=1006
[+] iot/gateway/sensor-01/telemetry -> value=23.69 rssi=-94 fcnt=1007
[+] iot/gateway/sensor-02/telemetry -> value=52.38 rssi=-90 fcnt=1007
[+] iot/gateway/sensor-03/telemetry -> value=1010.91 rssi=-85 fcnt=1007
[+] iot/gateway/sensor-01/telemetry -> value=23.77 rssi=-72 fcnt=1008
[+] iot/gateway/sensor-02/telemetry -> value=50.6 rssi=-82 fcnt=1008
[+] iot/gateway/sensor-03/telemetry -> value=1014.8 rssi=-86 fcnt=1008
[+] iot/gateway/sensor-01/telemetry -> value=23.92 rssi=-62 fcnt=1009
[+] iot/gateway/sensor-02/telemetry -> value=55.07 rssi=-89 fcnt=1009
[+] iot/gateway/sensor-03/telemetry -> value=1016.11 rssi=-69 fcnt=1009
[+] iot/gateway/sensor-01/telemetry -> value=22.7 rssi=-62 fcnt=1010
[+] iot/gateway/sensor-02/telemetry -> value=54.57 rssi=-79 fcnt=1010
[+] iot/gateway/sensor-03/telemetry -> value=1014.15 rssi=-68 fcnt=1010
[+] iot/gateway/sensor-01/telemetry -> value=23.77 rssi=-94 fcnt=1011
[+] iot/gateway/sensor-02/telemetry -> value=51.94 rssi=-88 fcnt=1011
[+] iot/gateway/sensor-03/telemetry -> value=1008.56 rssi=-69 fcnt=1011
[+] iot/gateway/sensor-01/telemetry -> value=21.79 rssi=-76 fcnt=1012
[+] iot/gateway/sensor-02/telemetry -> value=57.56 rssi=-82 fcnt=1012
[+] iot/gateway/sensor-03/telemetry -> value=1015.74 rssi=-83 fcnt=1012
[+] iot/gateway/sensor-01/telemetry -> value=23.92 rssi=-83 fcnt=1013
[+] iot/gateway/sensor-02/telemetry -> value=51.32 rssi=-87 fcnt=1013
[+] iot/gateway/sensor-03/telemetry -> value=1018.71 rssi=-83 fcnt=1013
[+] iot/gateway/sensor-01/telemetry -> value=21.74 rssi=-80 fcnt=1014
[+] iot/gateway/sensor-02/telemetry -> value=61.47 rssi=-80 fcnt=1014
[+] iot/gateway/sensor-03/telemetry -> value=1010.46 rssi=-79 fcnt=1014
[+] iot/gateway/sensor-01/telemetry -> value=22.69 rssi=-81 fcnt=1015
[+] iot/gateway/sensor-02/telemetry -> value=54.17 rssi=-92 fcnt=1015
[+] iot/gateway/sensor-03/telemetry -> value=1010.42 rssi=-61 fcnt=1015
[+] iot/gateway/sensor-01/telemetry -> value=23.13 rssi=-62 fcnt=1016
[+] iot/gateway/sensor-02/telemetry -> value=53.28 rssi=-65 fcnt=1016
[+] iot/gateway/sensor-03/telemetry -> value=1013.83 rssi=-74 fcnt=1016
[+] iot/gateway/sensor-01/telemetry -> value=21.65 rssi=-92 fcnt=1017
[+] iot/gateway/sensor-02/telemetry -> value=56.3 rssi=-84 fcnt=1017
[+] iot/gateway/sensor-03/telemetry -> value=1013.7 rssi=-65 fcnt=1017
[+] iot/gateway/sensor-01/telemetry -> value=24.18 rssi=-89 fcnt=1018
[+] iot/gateway/sensor-02/telemetry -> value=54.91 rssi=-94 fcnt=1018
[+] iot/gateway/sensor-03/telemetry -> value=1014.65 rssi=-62 fcnt=1018
[+] iot/gateway/sensor-01/telemetry -> value=24.39 rssi=-94 fcnt=1019
[+] iot/gateway/sensor-02/telemetry -> value=54.78 rssi=-89 fcnt=1019
[+] iot/gateway/sensor-03/telemetry -> value=1012.88 rssi=-89 fcnt=1019
[+] iot/gateway/sensor-01/telemetry -> value=21.7 rssi=-61 fcnt=1020
[+] iot/gateway/sensor-02/telemetry -> value=53.17 rssi=-89 fcnt=1020
[+] iot/gateway/sensor-03/telemetry -> value=1011.17 rssi=-80 fcnt=1020
[+] iot/gateway/sensor-01/telemetry -> value=21.67 rssi=-91 fcnt=1021
[+] iot/gateway/sensor-02/telemetry -> value=54.64 rssi=-60 fcnt=1021
[+] iot/gateway/sensor-03/telemetry -> value=1011.25 rssi=-73 fcnt=1021
[+] iot/gateway/sensor-01/telemetry -> value=20.61 rssi=-69 fcnt=1022
[+] iot/gateway/sensor-02/telemetry -> value=49.86 rssi=-89 fcnt=1022
[+] iot/gateway/sensor-03/telemetry -> value=1012.25 rssi=-67 fcnt=1022
[+] iot/gateway/sensor-01/telemetry -> value=21.77 rssi=-62 fcnt=1023
[+] iot/gateway/sensor-02/telemetry -> value=56.62 rssi=-91 fcnt=1023
[+] iot/gateway/sensor-03/telemetry -> value=1015.13 rssi=-72 fcnt=1023
[+] iot/gateway/sensor-01/telemetry -> value=22.75 rssi=-78 fcnt=1024
[+] iot/gateway/sensor-02/telemetry -> value=54.8 rssi=-80 fcnt=1024
[+] iot/gateway/sensor-03/telemetry -> value=1013.09 rssi=-61 fcnt=1024
[+] iot/gateway/sensor-01/telemetry -> value=22.3 rssi=-93 fcnt=1025
[+] iot/gateway/sensor-02/telemetry -> value=55.85 rssi=-80 fcnt=1025
[+] iot/gateway/sensor-03/telemetry -> value=1011.41 rssi=-84 fcnt=1025
[+] iot/gateway/sensor-01/telemetry -> value=22.61 rssi=-72 fcnt=1026
[+] iot/gateway/sensor-02/telemetry -> value=62.44 rssi=-60 fcnt=1026
[+] iot/gateway/sensor-03/telemetry -> value=1010.87 rssi=-72 fcnt=1026
[+] iot/gateway/sensor-01/telemetry -> value=23.21 rssi=-89 fcnt=1027
[+] iot/gateway/sensor-02/telemetry -> value=58.21 rssi=-89 fcnt=1027
[+] iot/gateway/sensor-03/telemetry -> value=1016.72 rssi=-79 fcnt=1027
[+] iot/gateway/sensor-01/telemetry -> value=22.85 rssi=-88 fcnt=1028
[+] iot/gateway/sensor-02/telemetry -> value=52.6 rssi=-68 fcnt=1028
[+] iot/gateway/sensor-03/telemetry -> value=1012.66 rssi=-74 fcnt=1028
[+] iot/gateway/sensor-01/telemetry -> value=22.23 rssi=-67 fcnt=1029
[+] iot/gateway/sensor-02/telemetry -> value=61.36 rssi=-76 fcnt=1029
[+] iot/gateway/sensor-03/telemetry -> value=1010.76 rssi=-95 fcnt=1029
[+] iot/gateway/sensor-01/telemetry -> value=21.51 rssi=-90 fcnt=1030
[+] iot/gateway/sensor-02/telemetry -> value=53.32 rssi=-85 fcnt=1030
[+] iot/gateway/sensor-03/telemetry -> value=1012.36 rssi=-78 fcnt=1030
[+] iot/gateway/sensor-01/telemetry -> value=22.64 rssi=-93 fcnt=1031
[+] iot/gateway/sensor-02/telemetry -> value=55.15 rssi=-74 fcnt=1031
[+] iot/gateway/sensor-03/telemetry -> value=1008.82 rssi=-94 fcnt=1031
[+] iot/gateway/sensor-01/telemetry -> value=21.9 rssi=-88 fcnt=1032
[+] iot/gateway/sensor-02/telemetry -> value=58.61 rssi=-66 fcnt=1032
[+] iot/gateway/sensor-03/telemetry -> value=1015.88 rssi=-67 fcnt=1032
[+] iot/gateway/sensor-01/telemetry -> value=22.44 rssi=-85 fcnt=1033
[+] iot/gateway/sensor-02/telemetry -> value=49.75 rssi=-66 fcnt=1033
[+] iot/gateway/sensor-03/telemetry -> value=1014.46 rssi=-71 fcnt=1033
[+] iot/gateway/sensor-01/telemetry -> value=21.44 rssi=-81 fcnt=1034
[+] iot/gateway/sensor-02/telemetry -> value=55.8 rssi=-88 fcnt=1034
[+] iot/gateway/sensor-03/telemetry -> value=1013.31 rssi=-74 fcnt=1034
[+] iot/gateway/sensor-01/telemetry -> value=22.17 rssi=-88 fcnt=1035
[+] iot/gateway/sensor-02/telemetry -> value=53.09 rssi=-83 fcnt=1035
[+] iot/gateway/sensor-03/telemetry -> value=1011.6 rssi=-78 fcnt=1035
[+] iot/gateway/sensor-01/telemetry -> value=24.28 rssi=-95 fcnt=1036
[+] iot/gateway/sensor-02/telemetry -> value=55.9 rssi=-82 fcnt=1036
[+] iot/gateway/sensor-03/telemetry -> value=1013.25 rssi=-83 fcnt=1036
[+] iot/gateway/sensor-01/telemetry -> value=21.68 rssi=-67 fcnt=1037
[+] iot/gateway/sensor-02/telemetry -> value=52.12 rssi=-63 fcnt=1037
[+] iot/gateway/sensor-03/telemetry -> value=1013.25 rssi=-89 fcnt=1037
[+] iot/gateway/sensor-01/telemetry -> value=24.71 rssi=-78 fcnt=1038
[+] iot/gateway/sensor-02/telemetry -> value=58.79 rssi=-92 fcnt=1038
[+] iot/gateway/sensor-03/telemetry -> value=1014.21 rssi=-81 fcnt=1038
[+] iot/gateway/sensor-01/telemetry -> value=23.24 rssi=-65 fcnt=1039
[+] iot/gateway/sensor-02/telemetry -> value=54.26 rssi=-78 fcnt=1039
[+] iot/gateway/sensor-03/telemetry -> value=1015.79 rssi=-83 fcnt=1039
[+] iot/gateway/sensor-01/telemetry -> value=19.31 rssi=-92 fcnt=1040
[+] iot/gateway/sensor-02/telemetry -> value=58.17 rssi=-89 fcnt=1040
[+] iot/gateway/sensor-03/telemetry -> value=1008.94 rssi=-93 fcnt=1040
[+] iot/gateway/sensor-01/telemetry -> value=21.71 rssi=-62 fcnt=1041
[+] iot/gateway/sensor-02/telemetry -> value=55.56 rssi=-94 fcnt=1041
[+] iot/gateway/sensor-03/telemetry -> value=1012.09 rssi=-81 fcnt=1041
[+] iot/gateway/sensor-01/telemetry -> value=20.8 rssi=-93 fcnt=1042
[+] iot/gateway/sensor-02/telemetry -> value=56.58 rssi=-80 fcnt=1042
[+] iot/gateway/sensor-03/telemetry -> value=1014.03 rssi=-87 fcnt=1042
[+] iot/gateway/sensor-01/telemetry -> value=22.54 rssi=-67 fcnt=1043
[+] iot/gateway/sensor-02/telemetry -> value=54.52 rssi=-93 fcnt=1043
[+] iot/gateway/sensor-03/telemetry -> value=1012.55 rssi=-88 fcnt=1043
[+] iot/gateway/sensor-01/telemetry -> value=22.38 rssi=-84 fcnt=1044
[+] iot/gateway/sensor-02/telemetry -> value=53.76 rssi=-79 fcnt=1044
[+] iot/gateway/sensor-03/telemetry -> value=1009.75 rssi=-64 fcnt=1044
[+] iot/gateway/sensor-01/telemetry -> value=23.36 rssi=-73 fcnt=1045
[+] iot/gateway/sensor-02/telemetry -> value=60.72 rssi=-65 fcnt=1045
[+] iot/gateway/sensor-03/telemetry -> value=1011.39 rssi=-92 fcnt=1045
[+] iot/gateway/sensor-01/telemetry -> value=24.42 rssi=-95 fcnt=1046
[+] iot/gateway/sensor-02/telemetry -> value=56.72 rssi=-80 fcnt=1046
[+] iot/gateway/sensor-03/telemetry -> value=1013.15 rssi=-85 fcnt=1046
[+] iot/gateway/sensor-01/telemetry -> value=21.5 rssi=-68 fcnt=1047
[+] iot/gateway/sensor-02/telemetry -> value=52.89 rssi=-60 fcnt=1047
[+] iot/gateway/sensor-03/telemetry -> value=1011.06 rssi=-84 fcnt=1047
[+] iot/gateway/sensor-01/telemetry -> value=22.95 rssi=-87 fcnt=1048
[+] iot/gateway/sensor-02/telemetry -> value=58.52 rssi=-70 fcnt=1048
[+] iot/gateway/sensor-03/telemetry -> value=1009.86 rssi=-68 fcnt=1048
[+] iot/gateway/sensor-01/telemetry -> value=25.2 rssi=-95 fcnt=1049
[+] iot/gateway/sensor-02/telemetry -> value=54.87 rssi=-69 fcnt=1049
[+] iot/gateway/sensor-03/telemetry -> value=1012.72 rssi=-84 fcnt=1049
[+] iot/gateway/sensor-01/telemetry -> value=22.42 rssi=-77 fcnt=1050
[+] iot/gateway/sensor-02/telemetry -> value=57.7 rssi=-68 fcnt=1050
[+] iot/gateway/sensor-03/telemetry -> value=1008.83 rssi=-85 fcnt=1050
[+] iot/gateway/sensor-01/telemetry -> value=21.5 rssi=-81 fcnt=1051
[+] iot/gateway/sensor-02/telemetry -> value=55.63 rssi=-79 fcnt=1051
[+] iot/gateway/sensor-03/telemetry -> value=1013.32 rssi=-64 fcnt=1051
[+] iot/gateway/sensor-01/telemetry -> value=22.18 rssi=-66 fcnt=1052
[+] iot/gateway/sensor-02/telemetry -> value=58.03 rssi=-95 fcnt=1052
[+] iot/gateway/sensor-03/telemetry -> value=1010.87 rssi=-92 fcnt=1052
[+] iot/gateway/sensor-01/telemetry -> value=23.88 rssi=-74 fcnt=1053
[+] iot/gateway/sensor-02/telemetry -> value=57.37 rssi=-83 fcnt=1053
[+] iot/gateway/sensor-03/telemetry -> value=1013.98 rssi=-64 fcnt=1053
[+] iot/gateway/sensor-01/telemetry -> value=25.46 rssi=-85 fcnt=1054
[+] iot/gateway/sensor-02/telemetry -> value=50.55 rssi=-85 fcnt=1054
[+] iot/gateway/sensor-03/telemetry -> value=1010.3 rssi=-65 fcnt=1054
[+] iot/gateway/sensor-01/telemetry -> value=23.42 rssi=-87 fcnt=1055
[+] iot/gateway/sensor-02/telemetry -> value=55.38 rssi=-81 fcnt=1055
[+] iot/gateway/sensor-03/telemetry -> value=1012.03 rssi=-70 fcnt=1055
[+] iot/gateway/sensor-01/telemetry -> value=23.77 rssi=-67 fcnt=1056
[+] iot/gateway/sensor-02/telemetry -> value=52.51 rssi=-80 fcnt=1056
[+] iot/gateway/sensor-03/telemetry -> value=1009.93 rssi=-75 fcnt=1056
[+] iot/gateway/sensor-01/telemetry -> value=22.36 rssi=-61 fcnt=1057
[+] iot/gateway/sensor-02/telemetry -> value=52.98 rssi=-82 fcnt=1057
[+] iot/gateway/sensor-03/telemetry -> value=1012.96 rssi=-77 fcnt=1057
[+] iot/gateway/sensor-01/telemetry -> value=23.18 rssi=-62 fcnt=1058
[+] iot/gateway/sensor-02/telemetry -> value=55.27 rssi=-75 fcnt=1058
[+] iot/gateway/sensor-03/telemetry -> value=1012.27 rssi=-80 fcnt=1058
[+] iot/gateway/sensor-01/telemetry -> value=23.45 rssi=-73 fcnt=1059
[+] iot/gateway/sensor-02/telemetry -> value=52.65 rssi=-95 fcnt=1059
[+] iot/gateway/sensor-03/telemetry -> value=1016.31 rssi=-65 fcnt=1059
[+] iot/gateway/sensor-01/telemetry -> value=23.12 rssi=-62 fcnt=1060
[+] iot/gateway/sensor-02/telemetry -> value=55.16 rssi=-84 fcnt=1060
[+] iot/gateway/sensor-03/telemetry -> value=1014.26 rssi=-89 fcnt=1060
[+] iot/gateway/sensor-01/telemetry -> value=22.87 rssi=-80 fcnt=1061
[+] iot/gateway/sensor-02/telemetry -> value=54.77 rssi=-75 fcnt=1061
[+] iot/gateway/sensor-03/telemetry -> value=1012.85 rssi=-71 fcnt=1061
[+] iot/gateway/sensor-01/telemetry -> value=23.01 rssi=-64 fcnt=1062
[+] iot/gateway/sensor-02/telemetry -> value=48.96 rssi=-88 fcnt=1062
[+] iot/gateway/sensor-03/telemetry -> value=1016.07 rssi=-94 fcnt=1062
[+] iot/gateway/sensor-01/telemetry -> value=23.23 rssi=-94 fcnt=1063
[+] iot/gateway/sensor-02/telemetry -> value=56.78 rssi=-83 fcnt=1063
[+] iot/gateway/sensor-03/telemetry -> value=1012.49 rssi=-65 fcnt=1063
[+] iot/gateway/sensor-01/telemetry -> value=20.93 rssi=-60 fcnt=1064
[+] iot/gateway/sensor-02/telemetry -> value=56.38 rssi=-89 fcnt=1064
[+] iot/gateway/sensor-03/telemetry -> value=1010.97 rssi=-95 fcnt=1064
[+] iot/gateway/sensor-01/telemetry -> value=21.59 rssi=-60 fcnt=1065
[+] iot/gateway/sensor-02/telemetry -> value=56.5 rssi=-76 fcnt=1065
[+] iot/gateway/sensor-03/telemetry -> value=1013.75 rssi=-62 fcnt=1065
[+] iot/gateway/sensor-01/telemetry -> value=21.94 rssi=-60 fcnt=1066
[+] iot/gateway/sensor-02/telemetry -> value=60.8 rssi=-70 fcnt=1066
[+] iot/gateway/sensor-03/telemetry -> value=1014.84 rssi=-93 fcnt=1066
[+] iot/gateway/sensor-01/telemetry -> value=24.0 rssi=-91 fcnt=1067
[+] iot/gateway/sensor-02/telemetry -> value=59.57 rssi=-85 fcnt=1067
[+] iot/gateway/sensor-03/telemetry -> value=1012.64 rssi=-90 fcnt=1067
[+] iot/gateway/sensor-01/telemetry -> value=23.14 rssi=-61 fcnt=1068
[+] iot/gateway/sensor-02/telemetry -> value=59.65 rssi=-62 fcnt=1068
[+] iot/gateway/sensor-03/telemetry -> value=1012.13 rssi=-60 fcnt=1068
[+] iot/gateway/sensor-01/telemetry -> value=22.9 rssi=-92 fcnt=1069
[+] iot/gateway/sensor-02/telemetry -> value=54.87 rssi=-95 fcnt=1069
[+] iot/gateway/sensor-03/telemetry -> value=1010.93 rssi=-69 fcnt=1069
[+] iot/gateway/sensor-01/telemetry -> value=21.89 rssi=-93 fcnt=1070
[+] iot/gateway/sensor-02/telemetry -> value=54.35 rssi=-67 fcnt=1070
[+] iot/gateway/sensor-03/telemetry -> value=1014.61 rssi=-95 fcnt=1070
[+] iot/gateway/sensor-01/telemetry -> value=21.87 rssi=-75 fcnt=1071
[+] iot/gateway/sensor-02/telemetry -> value=54.26 rssi=-71 fcnt=1071
[+] iot/gateway/sensor-03/telemetry -> value=1012.68 rssi=-68 fcnt=1071
[+] iot/gateway/sensor-01/telemetry -> value=23.54 rssi=-90 fcnt=1072
[+] iot/gateway/sensor-02/telemetry -> value=51.5 rssi=-94 fcnt=1072
[+] iot/gateway/sensor-03/telemetry -> value=1014.63 rssi=-90 fcnt=1072
[+] iot/gateway/sensor-01/telemetry -> value=22.63 rssi=-67 fcnt=1073
[+] iot/gateway/sensor-02/telemetry -> value=57.31 rssi=-62 fcnt=1073
[+] iot/gateway/sensor-03/telemetry -> value=1010.54 rssi=-78 fcnt=1073
[+] iot/gateway/sensor-01/telemetry -> value=24.2 rssi=-92 fcnt=1074
[+] iot/gateway/sensor-02/telemetry -> value=54.26 rssi=-94 fcnt=1074
[+] iot/gateway/sensor-03/telemetry -> value=1009.63 rssi=-69 fcnt=1074
[+] iot/gateway/sensor-01/telemetry -> value=22.06 rssi=-62 fcnt=1075
[+] iot/gateway/sensor-02/telemetry -> value=53.18 rssi=-66 fcnt=1075
[+] iot/gateway/sensor-03/telemetry -> value=1010.08 rssi=-62 fcnt=1075
[+] iot/gateway/sensor-01/telemetry -> value=21.16 rssi=-77 fcnt=1076
[+] iot/gateway/sensor-02/telemetry -> value=53.09 rssi=-63 fcnt=1076
[+] iot/gateway/sensor-03/telemetry -> value=1012.57 rssi=-84 fcnt=1076
[+] iot/gateway/sensor-01/telemetry -> value=23.29 rssi=-62 fcnt=1077
[+] iot/gateway/sensor-02/telemetry -> value=46.86 rssi=-66 fcnt=1077
[+] iot/gateway/sensor-03/telemetry -> value=1014.54 rssi=-86 fcnt=1077
[+] iot/gateway/sensor-01/telemetry -> value=21.23 rssi=-76 fcnt=1078
[+] iot/gateway/sensor-02/telemetry -> value=59.3 rssi=-74 fcnt=1078
[+] iot/gateway/sensor-03/telemetry -> value=1016.59 rssi=-78 fcnt=1078
[+] iot/gateway/sensor-01/telemetry -> value=20.88 rssi=-88 fcnt=1079
[+] iot/gateway/sensor-02/telemetry -> value=53.59 rssi=-88 fcnt=1079
[+] iot/gateway/sensor-03/telemetry -> value=1011.84 rssi=-82 fcnt=1079
[+] iot/gateway/sensor-01/telemetry -> value=22.33 rssi=-95 fcnt=1080
[+] iot/gateway/sensor-02/telemetry -> value=55.74 rssi=-67 fcnt=1080
[+] iot/gateway/sensor-03/telemetry -> value=1010.99 rssi=-78 fcnt=1080
[+] iot/gateway/sensor-01/telemetry -> value=23.0 rssi=-84 fcnt=1081
[+] iot/gateway/sensor-02/telemetry -> value=52.83 rssi=-95 fcnt=1081
[+] iot/gateway/sensor-03/telemetry -> value=1010.33 rssi=-71 fcnt=1081
[+] iot/gateway/sensor-01/telemetry -> value=23.0 rssi=-72 fcnt=1082
[+] iot/gateway/sensor-02/telemetry -> value=55.81 rssi=-63 fcnt=1082
[+] iot/gateway/sensor-03/telemetry -> value=1012.88 rssi=-92 fcnt=1082
[+] iot/gateway/sensor-01/telemetry -> value=22.71 rssi=-66 fcnt=1083
[+] iot/gateway/sensor-02/telemetry -> value=52.68 rssi=-82 fcnt=1083
[+] iot/gateway/sensor-03/telemetry -> value=1010.54 rssi=-77 fcnt=1083
[+] iot/gateway/sensor-01/telemetry -> value=21.05 rssi=-63 fcnt=1084
[+] iot/gateway/sensor-02/telemetry -> value=55.14 rssi=-94 fcnt=1084
[+] iot/gateway/sensor-03/telemetry -> value=1013.81 rssi=-69 fcnt=1084
[+] iot/gateway/sensor-01/telemetry -> value=22.38 rssi=-76 fcnt=1085
[+] iot/gateway/sensor-02/telemetry -> value=56.59 rssi=-60 fcnt=1085
[+] iot/gateway/sensor-03/telemetry -> value=1014.2 rssi=-93 fcnt=1085
[+] iot/gateway/sensor-01/telemetry -> value=20.28 rssi=-67 fcnt=1086
[+] iot/gateway/sensor-02/telemetry -> value=52.22 rssi=-88 fcnt=1086
[+] iot/gateway/sensor-03/telemetry -> value=1013.26 rssi=-68 fcnt=1086
[+] iot/gateway/sensor-01/telemetry -> value=22.52 rssi=-76 fcnt=1087
[+] iot/gateway/sensor-02/telemetry -> value=59.11 rssi=-84 fcnt=1087
[+] iot/gateway/sensor-03/telemetry -> value=1015.78 rssi=-60 fcnt=1087
[+] iot/gateway/sensor-01/telemetry -> value=22.26 rssi=-94 fcnt=1088
[+] iot/gateway/sensor-02/telemetry -> value=54.8 rssi=-93 fcnt=1088
[+] iot/gateway/sensor-03/telemetry -> value=1012.51 rssi=-68 fcnt=1088
[+] iot/gateway/sensor-01/telemetry -> value=21.63 rssi=-92 fcnt=1089
[+] iot/gateway/sensor-02/telemetry -> value=55.31 rssi=-70 fcnt=1089
[+] iot/gateway/sensor-03/telemetry -> value=1013.96 rssi=-95 fcnt=1089
[+] iot/gateway/sensor-01/telemetry -> value=21.83 rssi=-77 fcnt=1090
[+] iot/gateway/sensor-02/telemetry -> value=58.91 rssi=-70 fcnt=1090
[+] iot/gateway/sensor-03/telemetry -> value=1015.07 rssi=-78 fcnt=1090
[+] iot/gateway/sensor-01/telemetry -> value=23.91 rssi=-65 fcnt=1091
[+] iot/gateway/sensor-02/telemetry -> value=52.53 rssi=-90 fcnt=1091
[+] iot/gateway/sensor-03/telemetry -> value=1012.58 rssi=-67 fcnt=1091
[+] iot/gateway/sensor-01/telemetry -> value=21.43 rssi=-72 fcnt=1092
[+] iot/gateway/sensor-02/telemetry -> value=53.92 rssi=-77 fcnt=1092
[+] iot/gateway/sensor-03/telemetry -> value=1009.84 rssi=-94 fcnt=1092
[+] iot/gateway/sensor-01/telemetry -> value=23.55 rssi=-87 fcnt=1093
[+] iot/gateway/sensor-02/telemetry -> value=58.13 rssi=-75 fcnt=1093
[+] iot/gateway/sensor-03/telemetry -> value=1013.47 rssi=-95 fcnt=1093
[+] iot/gateway/sensor-01/telemetry -> value=23.12 rssi=-95 fcnt=1094
[+] iot/gateway/sensor-02/telemetry -> value=51.25 rssi=-90 fcnt=1094
[+] iot/gateway/sensor-03/telemetry -> value=1012.26 rssi=-77 fcnt=1094
[+] iot/gateway/sensor-01/telemetry -> value=23.84 rssi=-67 fcnt=1095
[+] iot/gateway/sensor-02/telemetry -> value=58.38 rssi=-69 fcnt=1095
[+] iot/gateway/sensor-03/telemetry -> value=1014.44 rssi=-63 fcnt=1095
[+] iot/gateway/sensor-01/telemetry -> value=22.6 rssi=-66 fcnt=1096
[+] iot/gateway/sensor-02/telemetry -> value=56.71 rssi=-65 fcnt=1096
[+] iot/gateway/sensor-03/telemetry -> value=1009.9 rssi=-64 fcnt=1096
[+] iot/gateway/sensor-01/telemetry -> value=21.93 rssi=-84 fcnt=1097
[+] iot/gateway/sensor-02/telemetry -> value=51.66 rssi=-76 fcnt=1097
[+] iot/gateway/sensor-03/telemetry -> value=1013.64 rssi=-67 fcnt=1097
[+] iot/gateway/sensor-01/telemetry -> value=22.54 rssi=-82 fcnt=1098
[+] iot/gateway/sensor-02/telemetry -> value=53.94 rssi=-63 fcnt=1098
[+] iot/gateway/sensor-03/telemetry -> value=1013.24 rssi=-76 fcnt=1098
[+] iot/gateway/sensor-01/telemetry -> value=22.0 rssi=-82 fcnt=1099
[+] iot/gateway/sensor-02/telemetry -> value=57.25 rssi=-73 fcnt=1099
[+] iot/gateway/sensor-03/telemetry -> value=1011.73 rssi=-86 fcnt=1099
[+] iot/gateway/sensor-01/telemetry -> value=23.96 rssi=-82 fcnt=1100
[+] iot/gateway/sensor-02/telemetry -> value=61.57 rssi=-75 fcnt=1100
